id,name,city,country,iata,icao,latitude,longitude,altitude,timezone,tz_timezone
245,Cadjehoun Airport,Cotonou,Benin,COO,DBBB,6.3572301864624,2.3843500614166,5,+01:00,WAT
246,Ouagadougou Airport,Ouagadougou,Burkina Faso,OUA,DFFD,12.3532,-1.51242,316,+00:00,GMT
247,Bobo Dioulasso Airport,Bobo-Dioulasso,Burkina Faso,BOY,DFOO,11.160099983215,-4.3309698104858,460,+00:00,GMT
248,Kotoka International Airport,Accra,Ghana,ACC,DGAA,5.6051898002625,-0.16678600013256,62,+00:00,GMT
249,Tamale Airport,Tamale,Ghana,TML,DGLE,9.5571899414062,-0.86321401596069,168,+00:00,GMT
250,Wa,Wa,Ghana,,DGLW,10.082664,-2.507694,1060,0,N
251,Sunyani Airport,Sunyani,Ghana,NYI,DGSN,7.3618302345276,-2.3287599086761,309,+00:00,GMT
252,Takoradi Airport,Takoradi,Ghana,TKD,DGTK,4.8960599899292,-1.7747600078583,6,+00:00,GMT
253,Port Bouet Airport,Abidjan,Ivory Coast,ABJ,DIAP,5.261390209198,-3.9262900352478,6,+00:00,GMT
254,Bouaké Airport,Bouaké,Ivory Coast,BYK,DIBK,7.7388000488281,-5.0736699104309,374,+00:00,GMT
255,Daloa Airport,Daloa,Ivory Coast,DJO,DIDL,6.7928099632263,-6.47318983078,250,+00:00,GMT
256,Korhogo Airport,Korhogo,Ivory Coast,HGO,DIKO,9.38718032837,-5.55666017532,370,+00:00,GMT
257,Man Airport,Man,Ivory Coast,MJC,DIMN,7.2720699310303,-7.5873599052429,331,+00:00,GMT
258,San Pedro Airport,San-Pédro,Ivory Coast,SPY,DISP,4.7467198371887,-6.6608200073242,7,+00:00,GMT
259,Yamoussoukro Airport,Yamoussoukro,Ivory Coast,ASK,DIYO,6.9031701088,-5.36558008194,213,+00:00,GMT
260,Nnamdi Azikiwe International Airport,Abuja,Nigeria,ABV,DNAA,9.0067901611328,7.2631697654724,342,+01:00,WAT
261,Akure Airport,Akure,Nigeria,AKR,DNAK,7.2467398643494,5.3010101318359,335,+01:00,WAT
262,Benin Airport,Benin City,Nigeria,BNI,DNBE,6.3169798851013,5.5995001792908,78,+01:00,WAT
263,Margaret Ekpo International Airport,Calabar,Nigeria,CBQ,DNCA,4.976019859314,8.3472003936768,64,+01:00,WAT
264,Akanu Ibiam International Airport,Enugu,Nigeria,ENU,DNEN,6.4742698669434,7.5619602203369,142,+01:00,WAT
265,Gusau,Gusau,Nigeria,QUS,DNGU,12.171667,6.696111,1520,1,N
266,Ibadan Airport,Ibadan,Nigeria,IBA,DNIB,7.3624601364136,3.9783298969269,220,+01:00,WAT
267,Ilorin International Airport,Ilorin,Nigeria,ILR,DNIL,8.4402103424072,4.4939198493958,343,+01:00,WAT
268,Yakubu Gowon Airport,Jos,Nigeria,JOS,DNJO,9.6398296356201,8.8690500259399,1289,+01:00,WAT
269,Kaduna Airport,Kaduna,Nigeria,KAD,DNKA,10.696000099182,7.3201098442078,631,+01:00,WAT
270,Mallam Aminu International Airport,Kano,Nigeria,KAN,DNKN,12.0476,8.52462,476,+01:00,WAT
271,Maiduguri International Airport,Maiduguri,Nigeria,MIU,DNMA,11.855299949646,13.080900192261,334,+01:00,WAT
272,Makurdi Airport,Makurdi,Nigeria,MDI,DNMK,7.70388,8.61394,113,+01:00,WAT
273,Murtala Muhammed International Airport,Lagos,Nigeria,LOS,DNMM,6.5773701667786,3.3211600780487,41,+01:00,WAT
274,Minna Airport,Minna,Nigeria,MXJ,DNMN,9.6521701812744,6.4622597694397,254,+01:00,WAT
275,Port Harcourt International Airport,Port Harcourt,Nigeria,PHC,DNPO,5.0154900550842,6.9495902061462,26,+01:00,WAT
276,Sadiq Abubakar III International Airport,Sokoto,Nigeria,SKO,DNSO,12.916299819946,5.2071900367737,307,+01:00,WAT
277,Yola Airport,Yola,Nigeria,YOL,DNYO,9.257550239563,12.430399894714,182,+01:00,WAT
278,Zaria Airport,Zaria,Nigeria,ZAR,DNZA,11.1302,7.68581,661,+01:00,WAT
279,Maradi Airport,Maradi,Niger,MFQ,DRRM,13.502499580383,7.1267499923706,377,+01:00,WAT
280,Diori Hamani International Airport,Niamey,Niger,NIM,DRRN,13.4815,2.18361,223,+01:00,WAT
281,Tahoua Airport,Tahoua,Niger,THZ,DRRT,14.875699996948,5.26535987854,385,+01:00,WAT
282,Mano Dayak International Airport,Agadez,Niger,AJY,DRZA,16.965999603271,8.0001096725464,505,+01:00,WAT
283,Dirkou,Dirkou,Niger,,DRZD,18.968703,12.86865,1273,1,N
284,Diffa,Diffa,Niger,,DRZF,13.372894,12.626686,994,1,N
285,Zinder Airport,Zinder,Niger,ZND,DRZR,13.779000282288,8.9837598800659,462,+01:00,WAT
286,Monastir Habib Bourguiba International Airport,Monastir,Tunisia,MIR,DTMB,35.758098602295,10.754699707031,2,+01:00,CET
287,Tunis Carthage International Airport,Tunis,Tunisia,TUN,DTTA,36.851001739502,10.227199554443,6,+01:00,CET
288,Sidi Ahmed Air Base,Bizerte,Tunisia,,DTTB,37.245447,9.791453,20,1,E
289,Remada,Remada,Tunisia,,DTTD,32.306156,10.382108,1004,1,E
290,Gafsa Ksar International Airport,Gafsa,Tunisia,GAF,DTTF,34.42200088501,8.8225002288818,323,+01:00,CET
291,Gabès Matmata International Airport,Tacape,Tunisia,GAE,DTTG,33.876899719238,10.103300094604,7,+01:00,CET
292,Borj El Amri,Bordj El Amri,Tunisia,,DTTI,36.721339,9.943147,108,1,E
293,Djerba Zarzis International Airport,Djerba,Tunisia,DJE,DTTJ,33.875,10.775500297546,5,+01:00,CET
294,El Borma Airport,El Borma,Tunisia,EBM,DTTR,31.704299926758,9.2546195983887,252,+01:00,CET
295,Sfax Thyna International Airport,Sfax,Tunisia,SFA,DTTX,34.717998504639,10.690999984741,25,+01:00,CET
296,Tozeur Nefta International Airport,Tozeur,Tunisia,TOE,DTTZ,33.939701080322,8.1105604171753,87,+01:00,CET
297,Niamtougou International Airport,Niamtougou,Togo,LRL,DXNG,9.7673301696777,1.0912499427795,461,+00:00,GMT
298,Lomé-Tokoin Airport,Lomé,Togo,LFW,DXXX,6.1656098365784,1.2545100450516,21,+00:00,GMT
299,Antwerp International Airport (Deurne),Antwerpen,Belgium,ANR,EBAW,51.1893997192,4.46027994156,11,+02:00,CEST
300,Beauvechain,Beauvechain,Belgium,,EBBE,50.75861,4.768333,370,1,E
301,Kleine Brogel,Kleine Brogel,Belgium,,EBBL,51.168333,5.47,200,1,E
302,Brussels Airport,Brussels,Belgium,BRU,EBBR,50.9014015198,4.48443984985,56,+02:00,CEST
303,Bertrix,Bertrix,Belgium,,EBBX,49.891667,5.223889,1514,1,E
304,Brussels South Charleroi Airport,Brussels,Belgium,CRL,EBCI,50.459202,4.45382,187,+02:00,CEST
305,Chievres Ab,Chievres,Belgium,,EBCV,50.575833,3.831,193,1,E
306,Koksijde,Koksijde,Belgium,,EBFN,51.090278,2.652778,20,1,E
307,Florennes,Florennes,Belgium,,EBFS,50.243333,4.645833,935,1,E
308,Wevelgem,Kortrijk-vevelgem,Belgium,QKT,EBKT,50.817222,3.204722,64,1,E
309,Liège Airport,Liège,Belgium,LGG,EBLG,50.637401580811,5.4432201385498,200,+02:00,CEST
310,Ostend-Bruges International Airport,Ostend,Belgium,OST,EBOS,51.1988983154,2.8622200489,3,+02:00,CEST
311,Zutendaal,Zutendaal,Belgium,,EBSL,50.9475,5.590556,312,1,E
312,Sint Truiden,Sint-truiden,Belgium,,EBST,50.791944,5.201667,246,1,E
313,Saint Hubert Mil,St.-hubert,Belgium,,EBSU,50.035833,5.404167,1930,1,E
314,Ursel,Ursel,Belgium,,EBUL,51.144133,3.474361,95,1,E
315,Weelde,Weelde,Belgium,,EBWE,51.394783,4.960194,105,1,E
316,Zoersel,Zoersel,Belgium,,EBZR,51.264722,4.753333,53,1,E
317,Bitburg Airport,Bitburg,Germany,BBJ,EDRB,49.945278,6.565,371,+02:00,CEST
318,Altenburg-Nobitz Airport,Altenburg,Germany,AOC,EDAC,50.981945,12.506389,195,+02:00,CEST
319,Dessau,Dessau,Germany,,EDAD,51.831828,12.184033,187,1,E
320,Eisenhuttenstadt,Eisenhuettenstadt,Germany,,EDAE,52.197333,14.585667,149,1,E
322,Grossenhain,Suhl,Germany,,EDAK,51.308111,13.554973,417,1,E
323,Merseburg,Muehlhausen,Germany,,EDAM,51.363,11.940833,340,1,E
324,Halle Oppin,Halle,Germany,,EDAQ,51.552,12.052667,347,1,E
325,Riesa Gohlis,Riesa,Germany,,EDAU,51.2935,13.356,322,1,E
326,Rechlin Larz,Rechlin-laerz,Germany,,EDAX,53.306417,12.753139,220,1,E
327,Strausberg,Strausberg,Germany,,EDAY,52.579978,13.915683,263,1,E
328,Schonhagen,Schoenhagen,Germany,,EDAZ,52.203258,13.158408,131,1,E
329,Barth Airport,Stralsund,Germany,BBH,EDBH,54.338253,12.710515,7,+02:00,CEST
330,Jena Schongleina,Jena,Germany,,EDBJ,50.915161,11.714519,1228,1,E
331,Kyritz,Kyritz,Germany,,EDBK,52.918833,12.425333,130,1,E
332,Magdeburg,Magdeburg,Germany,,EDBM,52.073658,11.626467,268,1,E
333,Rothenburg Gorlitz,Rothenburg/ol,Germany,,EDBR,51.363167,14.95,517,1,E
334,Anklam,Anklam,Germany,,EDCA,53.8327,13.669131,18,1,E
335,Cottbus Drewitz,Cottbus,Germany,,EDCD,51.889475,14.531986,274,1,E
336,Kamenz,Kamenz,Germany,,EDCM,51.29625,14.129,495,1,E
337,Berlin-Schönefeld Airport,Berlin,Germany,SXF,EDDB,52.380001,13.5225,47,+02:00,CEST
338,Dresden Airport,Dresden,Germany,DRS,EDDC,51.132801055908,13.767200469971,230,+02:00,CEST
339,Erfurt Airport,Erfurt,Germany,ERF,EDDE,50.979801177979,10.958100318909,315,+02:00,CEST
340,Frankfurt am Main Airport,Frankfurt am Main,Germany,FRA,EDDF,50.033333,8.570556,110,+02:00,CEST
341,Münster Osnabrück Airport,Münster,Germany,FMO,EDDG,52.134601593,7.68483018875,48,+02:00,CEST
342,Hamburg Airport,Hamburg,Germany,HAM,EDDH,53.630401611328,9.9882297515869,16,+02:00,CEST
343,Tempelhof,Berlin,Germany,THF,EDDI,52.473025,13.403944,167,1,E
344,Cologne Bonn Airport,Köln,Germany,CGN,EDDK,50.8658981323,7.1427397728,92,+02:00,CEST
345,Düsseldorf Airport,Düsseldorf,Germany,DUS,EDDL,51.289501,6.76678,44,+02:00,CEST
346,Munich Airport,Munich,Germany,MUC,EDDM,48.353802,11.7861,453,+02:00,CEST
347,Nuremberg Airport,Nürnberg,Germany,NUE,EDDN,49.498699,11.078056,318,+02:00,CEST
348,Leipzig/Halle Airport,Leipzig,Germany,LEJ,EDDP,51.423889,12.236389,141,+02:00,CEST
349,Saarbrücken Airport,Saarbrücken,Germany,SCN,EDDR,49.2145996094,7.10950994492,322,+02:00,CEST
350,Stuttgart Airport,Stuttgart,Germany,STR,EDDS,48.6898994446,9.22196006775,388,+02:00,CEST
351,Berlin-Tegel Airport,Berlin,Germany,TXL,EDDT,52.5597,13.2877,37,+02:00,CEST
352,Hannover Airport,Hannover,Germany,HAJ,EDDV,52.461101532,9.68507957458,55,+02:00,CEST
353,Bremen Airport,Bremen,Germany,BRE,EDDW,53.0475006104,8.78666973114,4,+02:00,CEST
354,Egelsbach,Egelsbach,Germany,,EDFE,49.960833,8.6415,385,1,E
355,Frankfurt-Hahn Airport,Frankfurt am Main,Germany,HHN,EDFH,49.9487,7.26389,502,+02:00,CEST
356,Mannheim-City Airport,Mannheim,Germany,MHG,EDFM,49.473057,8.514167,93,+02:00,CEST
357,Allendorf Eder,Allendorf,Germany,,EDFQ,51.034878,8.680839,1164,1,E
358,Worms,Worms,Germany,,EDFV,49.606511,8.3684,295,1,E
359,Mainz Finthen,Mainz,Germany,,EDFZ,49.968931,8.148336,760,1,E
360,Eisenach Kindel,Eisenach,Germany,,EDGE,50.992797,10.472711,1101,1,E
361,Siegerland,Siegerland,Germany,,EDGS,50.707658,8.082969,1966,1,E
362,Hamburg-Finkenwerder Airport,Hamburg,Germany,XFW,EDHI,53.535278320312,9.8355560302734,7,+02:00,CEST
363,Kiel-Holtenau Airport,Kiel,Germany,KEL,EDHK,54.379444122314,10.14527797699,31,+02:00,CEST
364,Lübeck Blankensee Airport,Hamburg,Germany,LBC,EDHL,53.8054008484,10.7192001343,16,+02:00,CEST
365,Dahlemer Binz,Dahlemer Binz,Germany,,EDKV,50.405888,6.528083,1896,1,E
366,Meinerzhagen,Meinerzhagen,Germany,,EDKZ,51.099445,7.601944,1548,1,E
367,Arnsberg Menden,Arnsberg,Germany,ZCA,EDLA,51.483333,7.899333,794,1,E
368,Essen Mulheim Airport,Essen,Germany,ESS,EDLE,51.40230178833,6.9373297691345,129,+02:00,CEST
369,Bielefeld,Bielefeld,Germany,,EDLI,51.964833,8.544833,454,1,E
370,Mönchengladbach Airport,Düsseldorf,Germany,MGL,EDLN,51.230278,6.504444,38,+02:00,CEST
371,Paderborn Lippstadt Airport,Paderborn,Germany,PAD,EDLP,51.6141014099,8.61631965637,213,+02:00,CEST
372,Stadtlohn Vreden,Stadtlohn,Germany,,EDLS,51.995844,6.840667,157,1,E
373,Dortmund Airport,Dortmund,Germany,DTM,EDLW,51.5182991028,7.61223983765,129,+02:00,CEST
374,Augsburg Airport,Munich,Germany,AGB,EDMA,48.425278,10.931667,462,+02:00,CEST
375,Biberach An Der Riss,Biberach,Germany,,EDMB,48.111,9.762833,1903,1,E
376,Eggenfelden,Eggenfelden,Germany,,EDME,48.396167,12.723667,1342,1,E
377,Mindelheim Mattsies,Mindelheim,Germany,,EDMN,48.108833,10.524333,1857,1,E
378,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,OBF,EDMO,48.081402,11.2831,593,+02:00,CEST
379,Straubing,Straubing,Germany,,EDMS,48.90095,12.518186,1054,1,E
380,Vilshofen,Vilshofen,Germany,,EDMV,48.635167,13.195667,991,1,E
381,Leutkirch Unterzeil,Leutkirch,Germany,,EDNL,47.859117,10.014572,2099,1,E
382,Friedrichshafen Airport,Friedrichshafen,Germany,FDH,EDNY,47.6712989807,9.51148986816,416,+02:00,CEST
383,Schwerin Parchim Airport,Schwerin,Germany,SZW,EDOP,53.426998,11.7834,50,+02:00,CEST
384,Stendal Borstel,Stendal,Germany,ZSN,EDOV,52.627778,11.818333,184,1,E
385,Aalen Heidenheim Elchingen,Aalen-heidenheim,Germany,,EDPA,48.777833,10.264667,1916,1,E
386,Bayreuth Airport,Bayreuth,Germany,BYU,EDQD,49.985001,11.64,487,+02:00,CEST
387,Burg Feuerstein,Burg Feuerstein,Germany,,EDQE,49.793833,11.133167,1674,1,E
388,Hof-Plauen Airport,Hof,Germany,HOQ,EDQM,50.288612365723,11.856389045715,597,+02:00,CEST
389,Hassfurt Schweinfurt,Hassfurt,Germany,,EDQT,50.018,10.5295,718,1,E
390,Koblenz Winningen,Koblenz,Germany,ZNV,EDRK,50.3255,7.528667,640,1,E
391,Trier Fohren,Trier,Germany,ZQF,EDRT,49.8635,6.788167,665,1,E
392,Speyer,Speyer,Germany,ZQC,EDRY,49.302776,8.451195,312,1,E
393,Zweibrucken,Zweibruecken,Germany,,EDRZ,49.209525,7.400647,1133,1,E
394,Donaueschingen Villingen,Donaueschingen,Germany,ZQL,EDTD,47.973331,8.522223,2231,1,E
395,Freiburg,Freiburg,Germany,,EDTF,48.022653,7.832583,799,1,E
396,Mengen Hohentengen,Mengen,Germany,,EDTM,48.053833,9.372833,1820,1,E
397,Schwabisch Hall,Schwaebisch Hall,Germany,,EDTY,49.118317,9.783956,1311,1,E
398,Finsterwalde Schacksdorf,Soest,Germany,,EDUS,51.6075,13.738,399,1,E
399,Braunschweig-Wolfsburg Airport,Braunschweig,Germany,BWE,EDVE,52.319199,10.5561,89,+02:00,CEST
400,Kassel-Calden Airport,Kassel,Germany,KSF,EDVK,51.417273,9.384967,249,+02:00,CEST
401,Hildesheim,Hildesheim,Germany,,EDVM,52.179833,9.945667,293,1,E
402,Bremerhaven Airport,Bremerhaven,Germany,BRV,EDWB,53.506943,8.572778,3,+02:00,CEST
403,Emden Airport,Emden,Germany,EME,EDWE,53.391109,7.2275,0,+02:00,CEST
404,Leer Papenburg,Leer,Germany,,EDWF,53.271592,7.442344,3,1,E
405,Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,WVN,EDWI,53.502220153809,8.0522222518921,4,+02:00,CEST
406,Borkum Airport,Borkum,Germany,BMK,EDWR,53.59639,6.709167,0,+02:00,CEST
407,Norderney Airport,Norderney,Germany,NRD,EDWY,53.706944,7.23,2,+02:00,CEST
408,Flensburg-Schäferhaus Airport,Flensburg,Germany,FLF,EDXF,54.773334503174,9.3788890838623,39,+02:00,CEST
409,Rendsburg Schachtholm,Rendsburg,Germany,,EDXR,54.220928,9.600803,23,1,E
410,Westerland Sylt Airport,Westerland,Germany,GWT,EDXW,54.9132003784,8.34047031403,15,+02:00,CEST
411,Amari,Armari Air Force Base,Estonia,,EEEI,59.260286,24.208467,65,2,E
412,Kärdla Airport,Kardla,Estonia,KDL,EEKA,58.990798950195,22.830699920654,5,+03:00,EEST
413,Kuressaare Airport,Kuressaare,Estonia,URE,EEKE,58.229900360107,22.50950050354,4,+03:00,EEST
414,Pärnu Airport,Pärnu,Estonia,EPU,EEPU,58.418998718262,24.472799301147,14,+03:00,EEST
415,Lennart Meri Tallinn Airport,Tallinn,Estonia,TLL,EETN,59.4132995605,24.8327999115,39,+03:00,EEST
416,Tartu Airport,Tartu,Estonia,TAY,EETU,58.3074989319,26.6903991699,66,+03:00,EEST
417,Enontekio Airport,Enontekiö,Finland,ENF,EFET,68.362602233887,23.424299240112,306,+03:00,EEST
418,Eura,Eura,Finland,,EFEU,61.116112,22.201389,259,2,E
419,Halli Airport,Halli,Finland,KEV,EFHA,61.856039,24.786686,145,+03:00,EEST
420,Helsinki Malmi Airport,Helsinki,Finland,HEM,EFHF,60.254600524902,25.04280090332,17,+03:00,EEST
421,Helsinki Vantaa Airport,Helsinki,Finland,HEL,EFHK,60.317199707031,24.963300704956,54,+03:00,EEST
422,Hameenkyro,Hameenkyro,Finland,,EFHM,61.689656,23.073744,449,2,E
423,Hanko,Hanko,Finland,,EFHN,59.848864,23.083583,20,2,E
424,Hyvinkää Airfield,Hyvinge,Finland,HYV,EFHV,60.6543998718,24.8810997009,131,+03:00,EEST
425,Kiikala,Kikala,Finland,,EFIK,60.462502,23.6525,381,2,E
426,Immola,Immola,Finland,,EFIM,61.249172,28.903711,338,2,E
427,Kitee,Kitee,Finland,,EFIT,62.166111,30.073611,364,2,E
428,Ivalo Airport,Ivalo,Finland,IVL,EFIV,68.607299804688,27.405300140381,146,+03:00,EEST
429,Joensuu Airport,Joensuu,Finland,JOE,EFJO,62.662899017334,29.607500076294,121,+03:00,EEST
430,Jyvaskyla Airport,Jyväskylä,Finland,JYV,EFJY,62.399501800537,25.678300857544,139,+03:00,EEST
431,Kauhava Airport,Kauhava,Finland,KAU,EFKA,63.127102,23.051399,46,+03:00,EEST
432,Kemi-Tornio Airport,Kemi,Finland,KEM,EFKE,65.778701782227,24.582099914551,18,+03:00,EEST
433,Kajaani Airport,Kajaani,Finland,KAJ,EFKI,64.285499572754,27.692399978638,147,+03:00,EEST
434,Kauhajoki,Kauhajoki,Finland,,EFKJ,62.462502,22.393055,407,2,E
435,Kokkola-Pietarsaari Airport,Kokkola,Finland,KOK,EFKK,63.721199035645,23.143100738525,25,+03:00,EEST
436,Kemijarvi,Kemijarvi,Finland,,EFKM,66.712883,27.156786,692,2,E
437,Kuusamo Airport,Kuusamo,Finland,KAO,EFKS,65.987602233887,29.239400863647,263,+03:00,EEST
438,Kittilä Airport,Kittilä,Finland,KTT,EFKT,67.700996398926,24.846799850464,196,+03:00,EEST
439,Kuopio Airport,Kuopio,Finland,KUO,EFKU,63.007099151611,27.797800064087,98,+03:00,EEST
440,Lahti Vesivehmaa,Vesivehmaa,Finland,,EFLA,61.144158,25.693508,502,2,E
441,Lappeenranta Airport,Lappeenranta,Finland,LPP,EFLP,61.044601,28.144743,106,+03:00,EEST
442,Mariehamn Airport,Mariehamn,Finland,MHQ,EFMA,60.122200012207,19.898199081421,5,+03:00,EEST
443,Menkijarvi,Menkijarvi,Finland,,EFME,62.946667,23.518889,331,2,E
444,Mikkeli Airport,Mikkeli,Finland,MIK,EFMI,61.6866,27.201799,100,+03:00,EEST
445,Nummela,Nummela,Finland,,EFNU,60.333889,24.296389,367,2,E
446,Oulu Airport,Oulu,Finland,OUL,EFOU,64.930099487305,25.354600906372,14,+03:00,EEST
447,Piikajarvi,Piikajarvi,Finland,,EFPI,61.245558,22.193356,148,2,E
448,Pori Airport,Pori,Finland,POR,EFPO,61.461700439453,21.799999237061,13,+03:00,EEST
449,Pudasjarvi,Pudasjarvi,Finland,,EFPU,65.402222,26.946944,397,2,E
450,Pyhasalmi,Pyhasalmi,Finland,,EFPY,63.731917,25.926306,528,2,E
451,Raahe Pattijoki,Pattijoki,Finland,,EFRH,64.688056,24.695833,118,2,E
452,Rantasalmi,Rantasalmi,Finland,,EFRN,62.065481,28.356494,292,2,E
453,Rovaniemi Airport,Rovaniemi,Finland,RVN,EFRO,66.564796447754,25.830400466919,195,+03:00,EEST
454,Rayskala,Rayskala,Finland,,EFRY,60.744722,24.107778,407,2,E
455,Savonlinna Airport,Savonlinna,Finland,SVL,EFSA,61.943099975586,28.945100784302,94,+03:00,EEST
456,Selanpaa,Selanpaa,Finland,,EFSE,61.062389,26.798861,417,2,E
457,Sodankyla Airport,Sodankylä,Finland,SOT,EFSO,67.3949966431,26.6191005707,183,+03:00,EEST
458,Tampere-Pirkkala Airport,Tampere,Finland,TMP,EFTP,61.414100646973,23.604400634766,118,+03:00,EEST
459,Teisko,Teisko,Finland,,EFTS,61.77335,24.027006,515,2,E
460,Turku Airport,Turku,Finland,TKU,EFTU,60.514099121094,22.262800216675,49,+03:00,EEST
461,Utti,Utti,Finland,QVY,EFUT,60.896394,26.938353,339,2,E
462,Vaasa Airport,Vaasa,Finland,VAA,EFVA,63.050701141357,21.762199401855,5,+03:00,EEST
463,Varkaus Airport,Varkaus,Finland,VRK,EFVR,62.171100616455,27.868600845337,87,+03:00,EEST
464,Ylivieska,Ylivieska-raudaskyla,Finland,,EFYL,64.060547,24.715953,252,2,E
465,Belfast International Airport,Belfast,United Kingdom,BFS,EGAA,54.6575012207,-6.21582984924,81,+01:00,BST
466,St Angelo Airport,Enniskillen,United Kingdom,ENK,EGAB,54.398899078369,-7.6516699790955,47,+01:00,BST
467,George Best Belfast City Airport,Belfast,United Kingdom,BHD,EGAC,54.618099212646,-5.8724999427795,4,+01:00,BST
468,City of Derry Airport,Derry,United Kingdom,LDY,EGAE,55.04280090332,-7.1611099243164,6,+01:00,BST
469,Birmingham International Airport,Birmingham,United Kingdom,BHX,EGBB,52.4538993835,-1.74802994728,99,+01:00,BST
470,Coventry Airport,Coventry,United Kingdom,CVT,EGBE,52.3697013855,-1.47971999645,81,+01:00,BST
471,Leicester,Leicester,United Kingdom,,EGBG,52.607778,-1.031944,469,0,E
472,Gloucestershire Airport,Gloucester,United Kingdom,GLO,EGBJ,51.894199371338,-2.1672201156616,30,+01:00,BST
474,Wolverhampton,Halfpenny Green,United Kingdom,,EGBO,52.5175,-2.259444,283,0,E
475,Kemble,Pailton,United Kingdom,,EGBP,51.668056,-2.056944,433,0,E
476,Turweston,Turweston,United Kingdom,,EGBT,52.040833,-1.095556,448,0,E
477,Wellesbourne Mountford,Wellesbourne,United Kingdom,,EGBW,52.192222,-1.614444,159,0,E
478,Manchester Airport,Manchester,United Kingdom,MAN,EGCC,53.353698730469,-2.2749500274658,78,+01:00,BST
479,Manchester Woodford,Woodfort,United Kingdom,,EGCD,53.338056,-2.148889,295,0,E
480,Chivenor,Chivenor,United Kingdom,,EGDC,51.087167,-4.150339,27,0,E
481,Newquay Cornwall Airport,Newquay,United Kingdom,NQY,EGHQ,50.440601348877,-4.9954099655151,118,+01:00,BST
482,RAF Lyneham,Lyneham,United Kingdom,LYE,EGDL,51.5051,-1.99343,156,+01:00,BST
483,Boscombe Down,Boscombe Down,United Kingdom,,EGDM,51.152189,-1.747414,407,0,E
484,Culdrose,Culdrose,United Kingdom,,EGDR,50.086092,-5.255711,267,0,E
485,St Athan,St. Athan,United Kingdom,,EGDX,51.404811,-3.43575,163,0,E
486,RNAS Yeovilton,Yeovilton,United Kingdom,YEO,EGDY,51.009399414062,-2.6388199329376,22,+01:00,BST
487,Haverfordwest,Haverfordwest,United Kingdom,,EGFE,51.833056,-4.961111,159,0,E
488,Cardiff International Airport,Cardiff,United Kingdom,CWL,EGFF,51.396701812744,-3.3433299064636,67,+01:00,BST
489,Swansea Airport,Swansea,United Kingdom,SWS,EGFH,51.60530090332,-4.0678300857544,91,+01:00,BST
490,Bristol Airport,Bristol,United Kingdom,BRS,EGGD,51.382702,-2.71909,189,+01:00,BST
491,Liverpool John Lennon Airport,Liverpool,United Kingdom,LPL,EGGP,53.333599090576,-2.8497200012207,24,+01:00,BST
492,London Luton Airport,London,United Kingdom,LTN,EGGW,51.874698638916,-0.36833301186562,160,+01:00,BST
493,Plymouth City Airport,Plymouth,United Kingdom,PLH,EGHD,50.422798,-4.10583,145,+01:00,BST
494,Bournemouth Airport,Bournemouth,United Kingdom,BOH,EGHH,50.779998779297,-1.8424999713898,11,+01:00,BST
495,Southampton Airport,Southampton,United Kingdom,SOU,EGHI,50.950298309326,-1.3567999601364,13,+01:00,BST
496,Lasham,Lasham,United Kingdom,QLA,EGHL,51.187167,-1.0335,618,0,E
497,Alderney Airport,Alderney,Guernsey,ACI,EGJA,49.706104,-2.21472,88,+01:00,BST
498,Guernsey Airport,Guernsey,Guernsey,GCI,EGJB,49.435001373291,-2.6019699573517,102,+01:00,BST
499,Jersey Airport,Jersey,Jersey,JER,EGJJ,49.207901000977,-2.1955099105835,84,+01:00,BST
500,Shoreham Airport,Shoreham-by-Sea,United Kingdom,ESH,EGKA,50.835602,-0.297222,2,+01:00,BST
501,London Biggin Hill Airport,London,United Kingdom,BQH,EGKB,51.3307991028,0.0324999988079,182,+01:00,BST
502,London Gatwick Airport,London,United Kingdom,LGW,EGKK,51.148102,-0.190278,61,+01:00,BST
503,London City Airport,London,United Kingdom,LCY,EGLC,51.505299,0.055278,5,+01:00,BST
504,Farnborough Airport,Farnborough,United Kingdom,FAB,EGLF,51.2757987976,-0.776332974434,72,+01:00,BST
